user,lat,lon
Gia,45.39843556996549,8.917910915741224
卂ㄥ乇,45.39942221402818,8.918870786536113
Dom,45.4004617435002,8.919894824118376
Oma,45.399419747195644,8.917881713623256
Moh,45.401416436502046,8.919827681140394
And,45.39140213273185,8.908028504020868
Arm,45.39540665986338,8.911959524663633
Stq,45.39336542520415,8.908966821506613
and,45.39541717398725,8.910973152455975
Sil,45.39842562437693,8.913921809420332
For,45.40041360661852,8.915863870701271
Mat,45.40041360661852,8.915863870701271
_la,45.40141710308625,8.9148578134022
Arj,45.40141710308625,8.9148578134022
mar,45.40342662083589,8.916827857649611
jul,45.40243307278596,8.914864330716807
Cla,45.40039639256624,8.911874131633654
and,45.41963840912045,8.943626066628614
.,45.40242747723017,8.91386198797427
dav,45.40340598982525,8.913821410568994
Mar,45.403396430249956,8.912820078637534
Fab,45.40640217539729,8.916746711248749
Chr,45.39938735022121,8.907901501299529
Jos,45.40439291216917,8.913793493340242
Edo,45.40039742602593,8.908891773583354
Gig,45.4074570774973,8.917783286856489
Ada,45.40339549839967,8.908834587627167
Jon,45.403408482683936,8.907858326926812
✞ни,45.407453267084996,8.912815397743238
Alb,45.40539642514202,8.908807626094509
And,45.42162494471673,8.934652227752315
Ga🌻,45.42055393533264,8.930586145068482
Luc,45.408451064025364,8.91080667317927
And,45.42364029731057,8.933649125539327
Val,45.424634869154,8.935602139556712
Sal,45.41850858691736,8.919644577062538
Fa ,45.421468776294915,8.90960772139352
Point,45.34355814133522,9.046743325187727
Point,45.35260185866479,9.046742304089358
Point,45.34355814133522,9.05952423009043
Point,45.35260185866479,9.0595252511888
Son,45.34461584707917,8.989704767027561
Car,45.40684800247246,9.03033108485611
ste,45.406884553380834,9.040425139173363
Rob,45.3555738712893,9.042558061730453
Cla,45.35865490093176,9.048567025739015
Cla,45.361659409164716,9.047553176236214
Ern,45.35665623409327,9.049581419350153
Luc,45.357667053028536,9.051616028638447
RoX,45.35966668106891,9.05059935888365
Jac,45.35463595528846,9.069567416904377
Lin,45.358601570440854,9.06865917858945
Pam,45.3286924146877,9.010489693209909
Sis,45.32867273877516,9.009508235517083
Sar,45.32667557808993,9.010473040925936
Vil,45.31555250010495,9.022340583255863
Gia,45.31455335331337,9.021335266621026
Ste,45.313577482698314,9.01829964200754
Gig,45.31256144112136,9.017320723203321
Mar,45.314617212840794,9.013305929752905
Ay,45.313581732190656,9.0143427240634
Car,45.310524081082924,9.020322210352733
Cir,45.31256996777466,9.015328780585786
Pao,45.310549905046756,9.019274850990204
Eli,45.30851732961714,9.02030085669394
Mas,45.30954646899214,9.016308586448408
Max,45.308528474909494,9.018298538407107
Ля ,45.31061913713201,9.008279806104252
Dan,45.305519413904285,9.017261133058653
Mat,45.30961723334728,9.008262913117493
Fra,45.30858426967416,9.009287455929616
Jac,45.37245235847845,8.996457414411047
Dan,45.3764416791661,8.988432126759813
Fla,45.3614739794129,8.974656503776414
Mau,45.2925445750808,8.999156736541803
_al,45.2925603013354,8.99714676923172
Ant,45.30980005303211,8.972343468493692
p3t,45.29564624925558,8.989147388540985
Sil,45.29160033748184,8.99408374177635
Reb,45.30880780868432,8.969337662262943
Fab,45.40892224412258,9.051630454821495
Sof,45.287526104937676,8.998099301114426
Mar,45.287526104937676,8.998099301114426
Mim,45.288568303282545,8.992109093313276
Nop,45.28552347676614,8.996083016760364
Mat,45.29063678721692,8.985106235696291
Gia,45.28552851380248,8.994092607338159
Luc,45.28348050831706,8.998101893007874
Man,45.39649369795477,8.983187592638437
Man,45.2865794758148,8.990067545048223
Ric,45.41595358857912,9.044529712665334
Fra,45.2856119162028,8.985049864288086
iVa,45.41491847635238,9.071879443127305
Fed,45.414925492689676,9.073833125191241
Mar,45.4169595105789,9.058727146667966
Nat,45.41490593512434,9.075909102858716
Dan,45.41488918287547,9.076983025259873
Mat,45.41797081651392,9.051607987954027
Luc,45.41488118868677,9.080965030720547
Mar,45.416924769669286,9.074874049182526
Lui,45.41792674452264,9.0729285010839
Ema,45.42098408528344,9.050611963933187
Mat,45.42098457189969,9.05364623932586
Tra,45.42098635539549,9.054679056167544
Mil,45.420967081509716,9.066823411974562
Giu,45.42199400019278,9.056683798695616
Cri,45.42197313665171,9.06584240403392
D. ,45.42400667248126,9.050612565495113
Jaa,45.41268427269597,9.108211918568855
Rob,45.41371942187341,9.106165748950387
Gia,45.41165989813469,9.113191902384848
Sim,45.413694013083045,9.110186663237984
Gio,45.41573764752308,9.107154684005481
Point,45.34355814133522,9.085089102826807
Point,45.35260185866479,9.085088081728436
Point,45.34355814133522,9.09787000772951
Point,45.35260185866479,9.09787102882788
Ale,45.341500728724306,9.088960941061734
And,45.34049670549513,9.088953009828488
Mar,45.34049216413143,9.091983453083172
You,45.33752700975733,9.084889622644065
Ale,45.341578790848786,9.103019114273335
Alf,45.334528326384365,9.10009705971526
M_M,45.333535634386024,9.102107111178434
Mar,45.33658422358056,9.105103348434278
Mas,45.333547034301844,9.103123103815607
Red,45.33458033111057,9.106123896545089
Point,45.34355814133522,9.123434880465886
Point,45.35260185866479,9.123433859367516
Point,45.34355814133522,9.136215785368588
Point,45.35260185866479,9.136216806466958
gia,45.4158162344709,9.089860767579033
Max,45.407879289586994,9.112091033482523
Mar,45.40990077043135,9.113142929238807
and,45.36046236267563,9.140515254510527
Max,45.365216067696416,9.140478484468527
Dav,45.364620575086974,9.1341770759337
Eur,45.336530280860345,9.122226259211436
Ste,45.35263178773218,9.125319846634396
And,45.32946549616342,9.132370058323929
Dom,45.36468006516023,9.134394585854439
Nit,45.36054079599075,9.153420647253617
Liv,45.36858578923098,9.10813160948747
Nic,45.37062834854374,9.148512416775523
Luc,45.36553441545897,9.157482817410626
B F,45.37971349620963,9.144525402474525
Sim,45.37761120969461,9.156605956044423
jac,45.37253156350659,9.167538295335524
Vin,45.373534555741756,9.169531810846706
Fra,45.379585062708216,9.162627517859784
zj4,45.37550946183818,9.171582930245995
Luc,45.38161274747692,9.16262591020148
Fb2,45.37753290105629,9.1705974282355
ALE,45.387741888075574,9.149559223674396
Pre,45.387736969748964,9.150564600812462
Gia,45.38669401946515,9.156606821057496
Ale,45.392777813413154,9.149557178844839
Roc,45.39272912869026,9.158627069263373
Fed,45.39474748060535,9.156642899163424
Ale,45.397809779834965,9.148583851469333
Raf,45.40087249766685,9.123249909922556
IVK,45.3977782900923,9.15364370144108
Fra,45.399823751015,9.147595315409061
Luc,45.390602227847616,9.173718572221246
Dan,45.400823998643595,9.150568659661877
Dav,45.391600221668966,9.175714553555641
Alb,45.40389342441251,9.132346089528145
cri,45.39466122925038,9.170709852782432
Fra,45.396698934497024,9.166708191933413
Eva,45.39258478411699,9.17675713832251
Fid,45.404892788685714,9.136412708082323
Dem,45.40283303179024,9.149613127579821
Max,45.40590078886563,9.130355152110283
Gae,45.40891877393944,9.132359226639537
Mal,45.409924957946316,9.133405054364193
And,45.407864918591024,9.151572289854164
Lui,45.41088129831126,9.109037761843117
مصط,45.405743016965005,9.169772790791153
And,45.414950559005156,9.125243675433396
Fra,45.41493285992912,9.11713174587378
Val,45.41491378225764,9.110082102701382
Gia,45.41577751262149,9.085790648119968
Enz,45.414762650130356,9.081823601565247
Je ,45.41471557166273,9.074779164661765
zub,45.416772352080145,9.07982291160452
Sem,45.41673505596141,9.075772102806503
L ,45.41669577748984,9.071721102179069
Gia,45.41773467647185,9.07475464276038
Luc,45.41666776106244,9.066713369104347
Rob,45.41869672179018,9.069693100747156
Dom,45.41869672179018,9.069693100747156
Val,45.41155277576602,9.052743705486497
car,45.41668138606478,9.063774739445089
Cal,45.417664549467936,9.062725594700623
Abd,45.41760273538362,9.051714232018
Álv,45.42168334296176,9.060699801904954
Ant,45.42168334296176,9.060699801904954
And,45.4216530262601,9.059644473079821
Point,45.34355814133522,9.161780658104966
Point,45.35260185866479,9.161779637006594
Point,45.34355814133522,9.174561563007668
Point,45.35260185866479,9.174562584106038
Kam,45.3796065807982,9.185821590894562
Can,45.38075953127484,9.222972754180171
tre,45.38006650902462,9.226061705781477
Car,45.40433304613165,9.12880851159415
Mar,45.35558684031614,9.159573762238852
Ale,45.357582697567864,9.157566680603695
And,45.35858833719863,9.156563322908804
Ale,45.36057356069122,9.153536367845787
Enz,45.357593516361284,9.158559902828474
Die,45.35858790141789,9.157549308639659
A R,45.36057940448203,9.154533224095033
Luc,45.350593956895906,9.16564605042003
Pau,45.34857951715529,9.166650737525714
Inn,45.35161926318482,9.167665306145173
Gia,45.35864248649434,9.162593136543252
Mas,45.367512253238935,9.142434595431682
Point,45.34355814133522,9.200126435744048
Point,45.35260185866479,9.200125414645676
Point,45.34355814133522,9.212907340646748
Point,45.35260185866479,9.212908361745116
Fab,45.377984498974534,9.200031136739025
Dav,45.339612250086425,9.186968114905275
Giu,45.34356816117725,9.19301391358714
Jor,45.343555043525704,9.194022505049366
Man,45.343555043525704,9.194022505049366
mim,45.342572102640744,9.194003359596543
Gio,45.3435527558408,9.195019140032619
Paz,45.3435527558408,9.195019140032619
Dan,45.34257050037919,9.194998026221404
Jôn,45.34455200722333,9.19501206930935
fra,45.34257041819127,9.1969904860598
Isp,45.34655679390885,9.196971136631113
Fra,45.344530833057725,9.197996243550401
aiy,45.34655996008216,9.197959464755046
Fra,45.34757332998426,9.197952654443892
Mat,45.34757332998426,9.197952654443892
Gia,45.34656425852263,9.198941193037042
Vin,45.34656425852263,9.198941193037042
Fra,45.34656425852263,9.198941193037042
Pat,45.346569379892394,9.199925689772328
Mar,45.377531644082076,9.164751465636577
Sab,45.37954788740096,9.163749114394596
mon,45.37957857127631,9.16380142654525
spa,45.371425899410184,9.138886661244909
Sal,45.37849230392253,9.151779887723313
and,45.38353618899941,9.157702361369171
ABD,45.39169146307845,9.174664706215378
Mar,45.39264779478612,9.166643139370553
Gp ,45.39359568148161,9.158592899406868
A.L,45.392566906493045,9.14766738015639
joj,45.39663117429864,9.158601355793628
Bia,45.398617441078365,9.155561008116832
mar,45.40576976943032,9.170616172210275
Pin,45.40673666293601,9.170451926489756
Gab,45.401486928246726,9.121580830280957
Roc,45.406499159982346,9.121507070712283
Jac,45.410552126047094,9.128454405353251
Gia,45.34251047317176,9.201986916920273
Sai,45.343527381897204,9.203012633561693
Ant,45.340505384219554,9.202974540124114
Rob,45.34958466880864,9.20296802311208
Mar,45.34958466880864,9.20296802311208
Moh,45.337496902202425,9.203975554460467
S R,45.352642182899466,9.207016033236686
Point,45.34355814133522,9.238472213383128
Point,45.35260185866479,9.238471192284756
Point,45.34355814133522,9.251253118285828
Point,45.35260185866479,9.251254139384198
Dav,45.38477081870555,9.267474257660293
Ale,45.38443576177969,9.26579851638489
Man,45.38402154392664,9.262981875221813
Ald,45.323944551646825,9.225603762043127
Ovy,45.32487315627608,9.22664928730297
Enk,45.38318668599057,9.260217173847083
luc,45.384617467169456,9.259056342430313
Luc,45.37931664450996,9.256486190910797
Ivo,45.37559903767845,9.254796280556326
Gia,45.325168908854465,9.234337669392934
Ign,45.324458547524046,9.237828302263953
SD ,45.32106815955795,9.235105560205485
Ste,45.32106815955795,9.235105560205485
Eri,45.319038389228,9.230398304524252
Dog,45.36611275438902,9.250623440324668
Sco,45.366877081694525,9.250316690200957
zik,45.36634282502465,9.24869970130657
mxd,45.36751447979857,9.21020267643362
Max,45.3744361728238,9.25216008508404
Alb,45.36633492491941,9.245565017461416
Min,45.366062327342604,9.244475778089972
LaF,45.3555576572677,9.222347472477118
Jac,45.356555012676154,9.222333425060212
mat,45.358545287581215,9.225279443666292
Sar,45.355572462949155,9.228333070072773
Mat,45.361556048831645,9.225242354860644
Gio,45.362568361798274,9.22622603185058
Leo,45.35856999570772,9.231253426215028
Cap,45.3533756354803,9.279451779430813
Sim,45.37056580524576,9.213200287100443
Cla,45.371576946493995,9.210216766966663
Ste,45.37458319252031,9.21413314893759
Gia,45.378661840668116,9.223116611826716
Mar,45.376559593832376,9.214042406034377
Gia,45.376559593832376,9.214042406034377
Ant,45.37966483578681,9.225058974217884
Luc,45.3735733001079,9.206217106168877
Sa💣,45.37555054461018,9.210103393603118
Dan,45.37860119120612,9.217039421294352
Cla,45.37358953685332,9.203254106419436
Man,45.374554009560356,9.204181293913935
edo,45.38061083124857,9.21896924441164
And,45.382771204745254,9.251447576458009
Ste,45.37755631556198,9.207107037069095
Gab,45.38276072815131,9.25449665315482
Pin,45.378572185968295,9.208093087820426
Del,45.38158631899778,9.213971312382276
Fra,45.382617686107565,9.216972165514457
dan,45.38376352039033,9.25550144190038
Dan,45.38260872957673,9.215971534450816
Pat,45.373639188554726,9.192358447975113
Lid,45.373639188554726,9.192358447975113
Mau,45.38878835230847,9.257517957531473
Sim,45.372730373103686,9.182472509422935
Dav,45.377616927682645,9.1863088432963
MGK,45.38668832379758,9.275638552325118
Rob,45.37373193118183,9.180463338676622
Emi,45.39061162517472,9.206899857953108
Iva,45.392781999648285,9.267569875882186
Lou,45.39367641553772,9.211928696721461
Her,45.39472070222197,9.215009711246696
Hey,45.394695907493436,9.214916911017626
pao,45.37669154033229,9.177421039046816
Mas,45.39479232919484,9.266582993018297
Tij,45.394671191561955,9.209920822917422
Ant,45.39360087549613,9.203851620298007
And,45.390543387936404,9.195916663104322
Mar,45.39886327271947,9.249400195908658
Ant,45.395683495238046,9.209928249418457
mau,45.39562968007901,9.20682607288212
Gio,45.38964455891221,9.285711601882447
Gol,45.39564282174195,9.20587459382041
Giu,45.3896332842337,9.286720516058068
Io,45.400880557075475,9.249394673325767
aur,45.39765967643624,9.208816143154472
Iva,45.381632057452364,9.176315092800577
Mar,45.37740766872125,9.306669274764714
Rog,45.38145525899848,9.302715199007263
Pro,45.38145525899848,9.302715199007263
Bet,45.39063025498331,9.289721200072249
Ale,45.37839460669445,9.306702225681468
Bor,45.30525078661302,9.19024781881169
Fra,45.39369606184659,9.284681034544287
Ro ,45.39471112444493,9.282690189180856
mik,45.391647844683476,9.289706352554797
Dan,45.39367765744103,9.285715754484396
C.P,45.393674918830214,9.286714856212217
Ang,45.39163453479014,9.290719795827217
Fra,45.39570748224838,9.28271418384891
Dan,45.320911121764276,9.171149998901994
Mar,45.39367061269821,9.287716962029485
Ver,45.393664345364655,9.288722982989107
pep,45.39671608255929,9.282721458318193
Luc,45.3967112799525,9.283723688536655
Con,45.393651372041944,9.290721851972533
Edo,45.396706028648175,9.284725707841188
Pur,45.31073865079706,9.177912721613897
Luk,45.39567955522986,9.287733798139724
Lor,45.396716958518866,9.285689193825078
EMI,45.30810292178082,9.18007989340827
Ac,45.395687286407785,9.288707847298797
Che,45.395687286407785,9.288707847298797
dav,45.31390809237028,9.1733963167689
Den,45.399508466931884,9.181809471910766
Point,45.34355814133522,9.276817991022202
Point,45.35260185866479,9.276816969923834
Point,45.34355814133522,9.289598895924907
Point,45.35260185866479,9.289599917023274
Mar,45.342558336701934,9.276609643030962
Mau,45.336580704700594,9.27058333011768
Eli,45.338502129541986,9.279659150683331
Mir,45.3394998777671,9.280672127913094
Mar,45.3394998777671,9.280672127913094
Ste,45.342583677753105,9.275642219000726
Mau,45.339514641483724,9.278651067991158
Mas,45.34857951715529,9.28472881650416
Mor,45.33759000429229,9.269604247133092
Point,45.34355814133522,9.315163768661284
Point,45.35260185866479,9.315162747562914
Point,45.34355814133522,9.327944673563985
Point,45.35260185866479,9.327945694662356
Dan,45.39203455694634,9.299938577386435
Nic,45.38672195059658,9.291558524013162
Cir,45.388009484165785,9.288078838591774
Die,45.39007220093629,9.287555131638015
Dom,45.34404673165389,9.273337012626149
Jok,45.39089483745795,9.287671649072434
ale,45.39507991902497,9.284080672367752
Cla,45.40539031412362,9.283914253157382
ILS,45.38759947437854,9.270199469844329
Gur,45.34959278458965,9.307057585546612
Ema,45.355571962792254,9.30999035948634
Gab,45.34657883188118,9.316979656369329
Gre,45.35461369347856,9.31496564652039
Sof,45.34556299137493,9.320040260461882
mik,45.354633064048244,9.315981797248783
Mik,45.354633064048244,9.315981797248783
Ant,45.35364952682825,9.317023358297623
Ste,45.34150024253538,9.32104804586999
Fra,45.34959113536385,9.320035882518411
LU ,45.35263965512724,9.319048523624016
And,45.35161926318482,9.32104841670149
Jac,45.350601482175776,9.322061205546364
chi,45.35566329450488,9.319026998602396
Kev,45.35566422658682,9.32003767141832
Leo,45.355667835868566,9.321050188192824
Vas,45.355667835868566,9.321050188192824
M ,45.355667835868566,9.322058254032443
Ano,45.355667835868566,9.322058254032443
Lo ,45.341500728724306,9.32407283532906
Àłÿ,45.342502639736146,9.32507341019464
ema,45.347580307848645,9.324095184767103
And,45.35160166059114,9.325075641844421
Ale,45.35363803008595,9.327114855209821
😎 ,45.35360337449444,9.328144418032538
Gia,45.35458688093339,9.329152928427703
Iva,45.35358958180874,9.331082477950133
Point,45.34355814133522,9.353509546300364
Point,45.35260185866479,9.353508525201994
Point,45.34355814133522,9.366290451203065
Point,45.35260185866479,9.366291472301436
Lel,45.40062805290048,9.284350802065852
Luc,45.40054089244358,9.288357494127638
Gab,45.415044499419174,9.27000949853352
J ,45.42013495059586,9.268266059439828
Pao,45.424370943159936,9.296149339798584
M.O,45.43326990723129,9.265862436782024
Fab,45.42713321674885,9.302968887331442
Gio,45.44626757605162,9.264231911824153
🤪 ,45.44114318317528,9.302251767061113
MB ,45.35599832610735,9.377298827773686
Fab,45.35633994612567,9.37735716477854
Fre,45.35686727344489,9.378029756914586
Mar,45.35565112664999,9.375137100981696
Kar,45.35565112664999,9.375137100981696
Cri,45.35811057814131,9.378696532876946
Dar,45.35785247349354,9.376116021953193
TvT,45.359911756822044,9.36282832296208
kev,45.363693067351726,9.369915410573396
Ant,45.35929315602922,9.356271443350638
Gae,45.36193806349912,9.358803267419832
Mar,45.362528809965895,9.356754647586927
Mar,45.36590868205886,9.361159417249349
The,45.36753635894778,9.363376295024628
🏳️‍,45.400752152484344,9.280401463634744
Gui,45.40267181468565,9.283457292363346
Giu,45.403614279134636,9.285482514178693
Pic,45.403757962260045,9.279493566396006
Cri,45.40754444557907,9.288626100414657
Ste,45.40389396889752,9.274528678142175
Gia,45.40692530676092,9.273658314679935
Ale,45.408075962525366,9.26771660379912
Ant,45.410966195343406,9.273868369152293
Luc,45.41110822646945,9.266842196062584
Ste,45.41022718520489,9.262841145957893
Κρό,45.41500023316755,9.27304160128544
Jac,45.41607118702128,9.27008407406025
Fra,45.41709703216405,9.269126670971447
Cio,45.41815900903984,9.267185818040245
Boo,45.427165524393565,9.302012039603694
And,45.42873452899225,9.31547097264481
Man,45.427441585744745,9.293254192474834
Mar,45.4282377665088,9.29908225406548
Ale,45.42948428478698,9.325049646248614
ToX,45.42514178305362,9.269502711109503
Gia,45.42341080394931,9.257419582756645
Mar,45.42915988468893,9.268649904247027
Gio,45.42935158669445,9.261701723673433
Han,45.43337869082757,9.26086056912944
Dan,45.44619287779218,9.268259525898731
Sha,45.352679860892046,9.345007825406583
IZZ,45.331292311333435,9.347129395465107
Esl,45.33584609953879,9.350140522953168
Pet,45.341583295413024,9.354273239907737
Ben,45.35586640275967,9.345214307538267
Ros,45.355828644683285,9.350368605911473
And,45.343677973503844,9.357922892613804
Ero,45.339645644718196,9.363663450921457
Dav,45.33860880933796,9.364599468305588
Mao,45.33856005523931,9.365532431731566
Lor,45.337293984448145,9.369247291822123
gio,45.35051915031085,9.369722034399448
Dyn,45.35059006144425,9.37381129758163
3ll,45.3537363916174,9.374744121451348
M ,45.40361427913466,9.285482514178693
RAF,45.40368104631957,9.283511790549703
and,45.40372804291585,9.281518403823233
Fra,45.404870906999186,9.275560990432485
And,45.406086001204024,9.26559494504972
S ,45.40615546400723,9.263620445227026
Lau,45.427101468368384,9.303946818440313
Mar,45.41883186512671,9.280181100576762
Mat,45.41407573015292,9.270004511092722
Mau,45.42125760549056,9.26434790260032
CB ,45.42033940580082,9.26030220136766
Pao,45.43540232586444,9.293369664324759
Io ,45.427210384497826,9.265540156409754
Ren,45.43209114525918,9.270710844658574
Pit,45.44156157754818,9.28869453128575
seb,45.44621005631746,9.266194753786571
Point,45.37068929332393,9.353672017530423
Point,45.379733010653496,9.353670994974241
Point,45.37068929332393,9.366459051937836
Point,45.379733010653496,9.36646007449402
Mir,45.40264629726694,9.27814299031143
Ton,45.40144747709236,9.275045654485579
Ale,45.40254673099749,9.275089294746957
Ely,45.41161461851204,9.277846935261218
Dou,45.42811406292314,9.31044244213673
Dav,45.41275107660693,9.276970345507005
Ces,45.42573339984818,9.298874775469473
Dom,45.41020517614898,9.268492590845316
Ale,45.43150665679109,9.308180309066426
Spa,45.42657658848009,9.263848372034511
gas,45.433096258546286,9.273830372938667
Pao,45.43093829909443,9.266394758216425
Giu,45.43073841358861,9.259042932959273
car,45.439336043627556,9.268208484357046
Sim,45.44753566728297,9.275073402288598
Emm,45.38422824678833,9.360065534924052
Fre,45.38430383948228,9.358790863031023
😎 ,45.36577890928621,9.35725004788301
fed,45.371722151909246,9.357143357219444
Eve,45.37168542078077,9.356189145652728
Ale,45.37270340509251,9.358146115891223
Fel,45.37470624341484,9.361939700471654
😎 ,45.374699351067036,9.356350309162023
Ant,45.37571573915051,9.354470722470063
Tia,45.37870015206818,9.357142996615893
Iro,45.384700310833594,9.35538176823444
Point,45.37068929332393,9.315307847004407
Point,45.379733010653496,9.315306824448225
Point,45.37068929332393,9.328094881411822
Point,45.379733010653496,9.328095903968006
Mar,45.37871856705839,9.304211521045822
Pep,45.380723031822654,9.3081930974669
IlC,45.39171045347082,9.302054116485571
𝕬𝖑𝖊,45.356593927917565,9.322202837776144
Ahm,45.35659551942223,9.32322373251785
Sev,45.35659551942223,9.32322373251785
Gia,45.3596106368933,9.31916860215266
F ,45.35860095262277,9.322214873121224
Jol,45.35860095262277,9.322214873121224
Chi,45.35960816774027,9.321189205462996
Kat,45.35760401954377,9.325251042063936
Cho,45.35860658615674,9.324242113070332
Cin,45.36165947837308,9.313079728265254
MN ,45.36161551969853,9.32018996680894
Rai,45.36262528142515,9.319166217089052
Pep,45.38601086910202,9.323741397131954
Ste,45.36362279954786,9.323227615215592
Oma,45.36362279954786,9.323227615215592
Vil,45.36462805419113,9.32424391646558
Fra,45.367730285718096,9.341226083072867
Rob,45.3737021725181,9.337196132182306
Gab,45.37413272315053,9.307638128202964
Dei,45.37872036254765,9.340185023677392
Fab,45.381706577058935,9.338223255826568
Mau,45.37972970267575,9.335201460803393
Point,45.37068929332393,9.276943676478394
Point,45.379733010653496,9.27694265392221
Point,45.37068929332393,9.289730710885806
Point,45.379733010653496,9.289731733441991
Dar,45.40563874976163,9.228615419859226
Mas,45.43588100939819,9.240389614159133
Ste,45.31679835326163,9.205344061010539
Max,45.31680290991273,9.205371160675918
Gai,45.32084325940104,9.199406548540956
Fra,45.317802616639604,9.203375879220824
Ryo,45.316806444862095,9.203352378807956
Mau,45.31276412093714,9.20433021844213
Dan,45.31276412093714,9.20433021844213
Sor,45.439818021934244,9.22331368505707
Mau,45.44081878660746,9.224294656158877
Ste,45.313849382733906,9.195312005151182
And,45.45001424347224,9.245394637876617
And,45.43872149329615,9.210282174056589
Rob,45.31087005309257,9.194232972186557
Mar,45.44482770214573,9.220269461689325
pip,45.31792136123354,9.183386915024476
S_i,45.438659803631246,9.199272106592435
Ad ,45.44372697528262,9.207217176250731
Val,45.44170438331463,9.201261227959053
cio,45.45087920712754,9.222232575285958
Kav,45.45087868566574,9.220249501495346
Mic,45.44978946992283,9.212159203061429
Mar,45.44878120670662,9.207210215696241
Mat,45.45174383648008,9.193204004087207
Dan,45.45071010193405,9.191184551996944
Point,45.37068929332393,9.23857950595238
Point,45.379733010653496,9.238578483396195
Point,45.37068929332393,9.251366540359793
Point,45.379733010653496,9.251367562915975
G. ,45.343166788197365,9.228612338250779
Oma,45.33491207082192,9.335341163563578
Lui,45.34264130804672,9.3488909022586
Vin,45.34440174280941,9.353552898264212
Point,45.37068929332393,9.200215335426368
Point,45.379733010653496,9.200214312870182
Point,45.37068929332393,9.213002369833779
Point,45.379733010653496,9.213003392389963
And,45.326802379032706,9.140677295576916
M.A,45.321749437553336,9.14363602303964
_.A,45.321749437553336,9.14363602303964
DNS,45.32277514815154,9.140639577870287
Gio,45.33084883821784,9.132754148102853
arc,45.32078104322055,9.13861382477184
Ale,45.321779366100394,9.13764674424455
Dav,45.322812687771425,9.13464102351759
Mic,45.316746263134135,9.140569619855283
Che,45.32077700677353,9.135651036208236
Are,45.321833769129285,9.131626220608798
ign,45.31881939451394,9.132579255253061
Dav,45.3208524596141,9.129601589908313
And,45.331967078563174,9.100861399200161
Kat,45.32997238589709,9.101820580047915
Chr,45.3300112234921,9.09880929263001
Gre,45.33096664604188,9.097867789974467
led,45.32396634145271,9.101742178363187
Io ,45.32600654210511,9.096769604528633
Point,45.37068929332393,9.161851164900352
Point,45.379733010653496,9.161850142344168
Point,45.37068929332393,9.174638199307763
Point,45.379733010653496,9.174639221863947
Lin,45.380131504933125,9.179160052261231
lav,45.373708128486,9.165710334339597
Mau,45.373708128486,9.165710334339597
Cla,45.37471088489453,9.16367335170335
And,45.37470352452996,9.156728341286872
Fab,45.365708454420854,9.157638729002738
Fab,45.365708454420854,9.157638729002738
nik,45.37470823084672,9.168745278067565
ste,45.37270040243268,9.170767463417754
Mar,45.36369067785525,9.157623120608145
